Rendang,Makanan,Sumatra Barat,http://dbpedia.org/resource/Rendang
Tari Saman,Tarian,Aceh,http://dbpedia.org/resource/Saman_(dance)
Nasi Gandul,Makanan,Jawa,https://www.wikidata.org/wiki/Q12500151
Tari Gambyong,Tarian,Jawa Tengah,https://id.wikipedia.org/wiki/Tari_Gambyong
Seblak,Makanan,Jawa Barat,Https://Id.Wikipedia.Org/Wiki/Seblak
